model,train_auc,valid_auc,train_acc,valid_acc,valid_precision,valid_recall,valid_f1
"A (64,32)",0.9333361733499024,0.920909327608322,0.864987926871335,0.8609271523178808,0.8362831858407079,0.7159090909090909,0.7714285714285715
"B (32,16)",0.9146696122698565,0.9115027792290723,0.854087616419455,0.8540286975717439,0.8117313150425733,0.7222222222222222,0.7643652561247216
